title,kind,authors,day,time,session
"NSTM: Real-Time Query-Driven News Overview Composition at Bloomberg Joshua Bambrick, Minjie Xu, Andy Almonte, Igor Malioutov, Guim Perarnau, Vit-",Demo,torio Selo and Iat Chong Chan,2020/07/08,12:45–13:30,"[Demo] Clinical-Coder: Assigning Interpretable ICD-10 Codes to Chinese Clinical
Notes
Pengfei Cao, Chenwei Yan, Xiangling Fu, Yubo Chen, Kang Liu, Jun Zhao, Sheng-
ping Liu and Weifeng Chong"
"A Contextual Hierarchical Attention Network with Adaptive Objective for Dialogue State Tracking Yong Shan, Zekang Li, Jinchao Zhang, Fandong Meng, Yang Feng, Cheng Niu and",Long,Jie Zhou,2020/07/08,13:00–14:00,Session 13B Dialogue and Interactive Systems-16
"Diversifying Dialogue Generation with Non-Conversational Text Hui Su, Xiaoyu Shen, Sanqiang Zhao, Zhou Xiao, Pengwei Hu, randy zhong, Cheng",Long,Niu and Jie Zhou,2020/07/08,13:00–14:00,Session 13B Dialogue and Interactive Systems-16
Dynamic Fusion Network for Multi-Domain End-to-end Task-Oriented Di- alog,Long,"Libo Qin, Xiao Xu, Wanxiang Che, Yue Zhang and Ting Liu",2020/07/08,13:00–14:00,Session 13B Dialogue and Interactive Systems-16
KdConv: A Chinese Multi-domain Dialogue Dataset Towards Multi-turn Knowledge-driven Conversation,Long,"Hao Zhou, Chujie Zheng, Kaili Huang, Minlie Huang and Xiaoyan Zhu",2020/07/08,13:00–14:00,Session 13B Dialogue and Interactive Systems-16
Learning to Customize Model Structures for Few-shot Dialogue Generation Tasks,Long,"YIPING SONG, Zequn Liu, Wei Bi, Rui Yan and Ming Zhang",2020/07/08,13:00–14:00,Session 13B Dialogue and Interactive Systems-16
Meta-Reinforced Multi-Domain State Generator for Dialogue Systems,Long,"Yi Huang, Junlan Feng, Min Hu, Xiaoting Wu, Xiaoyu Du and Shuo Ma",2020/07/08,13:00–14:00,Session 13B Dialogue and Interactive Systems-16
Modeling Long Context for Task-Oriented Dialogue State Generation,Short,Jun Quan and Deyi Xiong,2020/07/08,13:00–14:00,Session 13B Dialogue and Interactive Systems-16
Multi-Domain Dialogue Acts and Response Co-Generation,Long,"Kai Wang, Junfeng Tian, Rui Wang, Xiaojun Quan and Jianxing Yu",2020/07/08,13:00–14:00,Session 13B Dialogue and Interactive Systems-16
Speaker Sensitive Response Evaluation Model,Long,JinYeong Bak and Alice Oh,2020/07/08,13:00–14:00,Session 13B Dialogue and Interactive Systems-16
DRTS Parsing with Structure-Aware Encoding and Decoding,Long,"Qiankun Fu, Yue Zhang, Jiangming Liu and Meishan Zhang",2020/07/08,13:00–14:00,Session 13B Discourse and Pragmatics-8
Bipartite Flat-Graph Network for Nested Named Entity Recognition,Long,Ying Luo and Hai Zhao,2020/07/08,13:00–14:00,"Session 13B Language Grounding to Vision, Robotics and Beyond-7"
FLAT: Chinese NER Using Flat-Lattice Transformer,Short,"Xiaonan Li, Hang Yan, Xipeng Qiu and Xuanjing Huang",2020/07/08,13:00–14:00,"Session 13B Language Grounding to Vision, Robotics and Beyond-7"
Temporally-Informed Analysis of Named Entity Recognition,Long,Shruti Rijhwani and Daniel Preotiuc-Pietro,2020/07/08,13:00–14:00,"Session 13B Language Grounding to Vision, Robotics and Beyond-7"
Towards Open Domain Event Trigger Identiﬁcation using Adversarial Do- main Adaptation,Short,Aakanksha Naik and Carolyn Rose,2020/07/08,13:00–14:00,"Session 13B Language Grounding to Vision, Robotics and Beyond-7"
"Aligned Dual Channel Graph Convolutional Network for Visual Question Answering Qingbao Huang, Jielong Wei, Yi Cai, Changmeng Zheng, Junying Chen, Ho-fung",Long,Leung and Qing Li,2020/07/08,13:00–14:00,"Session 13B Language Grounding to Vision, Robotics and Beyond-7"
"CompGuessWhat?!: A Multi-task Evaluation Framework for Grounded Language Learning Alessandro Suglia,",Long,"Desmond Elliott, Stella Frank and Oliver Lemon",2020/07/08,13:00–14:00,"Session 13B Language Grounding to Vision, Robotics and Beyond-7"
Cross-Modality Relevance for Reasoning on Language and Vision,Long,"Chen Zheng, Quan Guo and Parisa Kordjamshidi",2020/07/08,13:00–14:00,"Session 13B Language Grounding to Vision, Robotics and Beyond-7"
Learning Web-based Procedures by Reasoning over Explanations and Demonstrations in Context,Long,"Shashank Srivastava, Oleksandr Polozov, Nebojsa Jojic and Christopher Meek",2020/07/08,13:00–14:00,"Session 13B Language Grounding to Vision, Robotics and Beyond-7"
Multi-agent Communication meets Natural Language: Synergies between Functional and Structural Language Learning,Long,"Angeliki Lazaridou, Anna Potapenko and Olivier Tieleman",2020/07/08,,
Multimodal Neural Graph Memory Networks for Visual Question Answering,Long,Mahmoud Khademi,2020/07/08,,
"HAT: Hardware-Aware Transformers for Efﬁcient Natural Language Pro- cessing Hanrui Wang, Zhanghao Wu, Zhijian Liu, Han Cai, Ligeng Zhu, Chuang Gan and",Long,Song Han,2020/07/08,13:00–14:00,Session 13B Machine Translation-15
Hard-Coded Gaussian Attention for Neural Machine Translation,Long,"Weiqiu You, Simeng Sun and Mohit Iyyer",2020/07/08,13:00–14:00,Session 13B Machine Translation-15
"In Neural Machine Translation, What Does Transfer Learning Transfer?",Long,"Alham Fikri Aji, Nikolay Bogoychev, Kenneth Heaﬁeld and Rico Sennrich",2020/07/08,13:00–14:00,Session 13B Machine Translation-15
Learning a Multi-Domain Curriculum for Neural Machine Translation,Long,"Wei Wang, Ye Tian, Jiquan Ngiam, Yinfei Yang, Isaac Caswell and Zarana Parekh",2020/07/08,13:00–14:00,Session 13B Machine Translation-15
Reducing Gender Bias in Neural Machine Translation as a Domain Adap- tation Problem,Long,Danielle Saunders and Bill Byrne,2020/07/08,13:00–14:00,Session 13B Machine Translation-15
"Translationese as a Language in ""Multilingual"" NMT",Long,"Parker Riley, Isaac Caswell, Markus Freitag and David Grangier",2020/07/08,13:00–14:00,Session 13B Machine Translation-15
Uncertainty-Aware Curriculum Learning for Neural Machine Translation,Long,"Yikai Zhou, Baosong Yang, Derek F. Wong, Yu Wan and Lidia S. Chao",2020/07/08,13:00–14:00,Session 13B Machine Translation-15
Unsupervised Domain Clusters in Pretrained Language Models,Long,Roee Aharoni and Yoav Goldberg,2020/07/08,13:00–14:00,Session 13B Machine Translation-15
Using Context in Neural Machine Translation Training Objectives,Short,"Danielle Saunders, Felix Stahlberg and Bill Byrne",2020/07/08,13:00–14:00,Session 13B Machine Translation-15
Variational Neural Machine Translation with Normalizing Flows,Short,"Hendra Setiawan, Matthias Sperber, Udhyakumar Nallasamy and Matthias Paulik",2020/07/08,,
2kenize: Tying Subword Sequences for Chinese Script Conversion,Long,Pranav A and Isabelle Augenstein,2020/07/08,13:00–14:00,"Session 13B Phonology, Morphology and Word Segmentation-5"
Phonotactic Complexity and Its Trade-offs,TACL,"Tiago Pimentel, Brian Roark, Ryan D. Cotterell",2020/07/08,13:00–14:00,"Session 13B Phonology, Morphology and Word Segmentation-5"
Predicting the Growth of Morphological Families from Social and Linguistic Factors,Long,"Valentin Hofmann, Janet Pierrehumbert and Hinrich Schütze",2020/07/08,13:00–14:00,"Session 13B Phonology, Morphology and Word Segmentation-5"
Semi-supervised Contextual Historical Text Normalization,Long,Peter Makarov and Simon Clematide,2020/07/08,13:00–14:00,"Session 13B Phonology, Morphology and Word Segmentation-5"
The Paradigm Discovery Problem,Long,"Alexander Erdmann, Micha Elsner, Shijie Wu, Ryan Cotterell and Nizar Habash",2020/07/08,13:00–14:00,"Session 13B Phonology, Morphology and Word Segmentation-5"
Supervised Grapheme-to-Phoneme Conversion of Orthographic Schwas in Hindi and Punjabi,Short,"Aryaman Arora, Luke Gessler and Nathan Schneider",2020/07/08,13:00–14:00,"Session 13B Phonology, Morphology and Word Segmentation-5"
ClarQ: A large-scale and diverse dataset for Clariﬁcation Question Gener- ation,Short,Vaibhav Kumar and Alan W Black,2020/07/08,13:00–14:00,Session 13B Question Answering-11
"DoQA - Accessing Domain-Speciﬁc FAQs via Conversational QA Jon Ander Campos, Arantxa Otegi, Aitor Soroa, Jan Deriu, Mark Cieliebak and",Long,Eneko Agirre,2020/07/08,13:00–14:00,Session 13B Question Answering-11
"Document Modeling with Graph Attention Networks for Multi-grained Ma- chine Reading Comprehension Bo Zheng, Haoyang Wen, Yaobo Liang, Nan Duan, Wanxiang Che, Daxin Jiang,",Long,Ming Zhou and Ting Liu,2020/07/08,13:00–14:00,Session 13B Question Answering-11
"Low-Resource Generation of Multi-hop Reasoning Questions Jianxing Yu, Wei Liu, Shuang Qiu, Qinliang Su, Kai Wang, Xiaojun Quan and Jian",Long,Yin,2020/07/08,13:00–14:00,Session 13B Question Answering-11
MLQA: Evaluating Cross-lingual Extractive Question Answering,Long,"Patrick Lewis, Barlas Oguz, Ruty Rinott, Sebastian Riedel and Holger Schwenk",2020/07/08,13:00–14:00,Session 13B Question Answering-11
Multi-source Meta Transfer for Low Resource Multiple-Choice Question Answering,Long,"Ming Yan, Hao Zhang, Di Jin and Joey Tianyi Zhou",2020/07/08,13:00–14:00,Session 13B Question Answering-11
R4C: A Benchmark for Evaluating RC Systems to Get the Right Answer for the Right Reason,Short,"Naoya Inoue, Pontus Stenetorp and Kentaro Inui",2020/07/08,13:00–14:00,Session 13B Question Answering-11
Recurrent Chunking Mechanisms for Long-Text Machine Reading Compre- hension,Long,"Hongyu Gong, Yelong Shen, Dian Yu, Jianshu Chen and Dong Yu",2020/07/08,13:00–14:00,Session 13B Question Answering-11
A Call for More Rigor in Unsupervised Cross-lingual Learning,Long,"Mikel Artetxe, Sebastian Ruder, Dani Yogatama, Gorka Labaka and Eneko Agirre",2020/07/08,13:00–14:00,Session 13B Theme-5
"A Tale of a Probe and a Parser Rowan Hall Maudslay, Josef Valvoda, Tiago Pimentel, Adina Williams and Ryan",Short,Cotterell,2020/07/08,13:00–14:00,Session 13B Theme-5
Are we Estimating or Guesstimating Translation Quality?,Short,"Shuo Sun, Francisco Guzmán and Lucia Specia",2020/07/08,13:00–14:00,Session 13B Theme-5
Automated Evaluation of Writing – 50 Years and Counting,Long,Beata Beigman Klebanov and Nitin Madnani,2020/07/08,13:00–14:00,Session 13B Theme-5
From SPMRL to NMRL: What Did We Learn (and Unlearn) in a Decade of Parsing Morphologically-Rich Languages (MRLs)?,Long,"Reut Tsarfaty, Dan Bareket, Stav Klein and Amit Seker",2020/07/08,13:00–14:00,Session 13B Theme-5
"Language (Re)modelling: Towards Embodied Language Understanding Ronen Tamari, Chen Shani, Tom Hope, Miriam R L Petruck, Omri Abend and",Long,Dafna Shahaf,2020/07/08,13:00–14:00,Session 13B Theme-5
"Negated and Misprimed Probes for Pretrained Language Models: Birds Can Talk, But Cannot Fly",Short,Nora Kassner and Hinrich Schütze,2020/07/08,13:00–14:00,Session 13B Theme-5
On Forgetting to Cite Older Papers: An Analysis of the ACL Anthology,Short,Marcel Bollmann and Desmond Elliott,2020/07/08,13:00–14:00,Session 13B Theme-5
Returning the N to NLP: Towards Contextually Personalized Classiﬁcation Models,Short,Lucie Flek,2020/07/08,13:00–14:00,Session 13B Theme-5
Speech Translation and the End-to-End Promise: Taking Stock of Where We Are,Long,Matthias Sperber and Matthias Paulik,2020/07/08,13:00–14:00,Session 13B Theme-5
"To Test Machine Comprehension, Start by Deﬁning Comprehension Jesse Dunietz, Greg Burnham, Akash Bharadwaj, Owen Rambow, Jennifer Chu-",Long,Carroll and Dave Ferrucci,2020/07/08,13:00–14:00,Session 13B Theme-5
What Question Answering can Learn from Trivia Nerds,Long,Jordan Boyd-Graber and Benjamin Börschinger,2020/07/08,,
What are the Goals of Distributional Semantics?,Long,Guy Emerson,2020/07/08,,
Gender Gap in Natural Language Processing Research: Disparities in Au- thorship and Citations,Long,Saif M. Mohammad,2020/07/08,,
AraDIC: Arabic Document Classiﬁcation Using Image-Based Character Embeddings and Class-Balanced Loss,SRW,"Mahmoud Daif, Shunsuke Kitada and Hitoshi Iyatomi",2020/07/08,13:00–14:00,Session 13B Student Research Workshop
"Understanding Points of Correspondence between Sentences for Abstractive Summarization Logan Lebanoff, John Muchovej, Franck Dernoncourt, Doo Soon Kim, Lidan",SRW,"Wang, Walter Chang and Fei Liu",2020/07/08,13:00–14:00,Session 13B Student Research Workshop
Noise-Based Augmentation Techniques for Emotion Datasets: What do we Recommend?,SRW,Mimansa Jaiswal and Emily Mower Provost,2020/07/08,13:00–14:00,Session 13B Student Research Workshop
Logical Inferences with Comparatives and Generalized Quantiﬁers,SRW,"Izumi Haruta, Koji Mineshima and Daisuke Bekki",2020/07/08,13:00–14:00,Session 13B Student Research Workshop
Penman: An Open-Source Library and Tool for AMR Graphs,Demo,Michael Wayne Goodman,2020/07/08,13:30–14:15,"[Demo] Embedding-based Scientiﬁc Literature Discovery in a Text Editor Applica-
tion
Onur Gökçe, Jonathan Prada, Nikola I. Nikolov, Nianlong Gu and Richard H.R.
Hahnloser"
Nakdan: Professional Hebrew Diacritizer,Demo,"Avi Shmidman, Shaltiel Shmidman, Moshe Koppel and Yoav Goldberg",2020/07/08,17:00–18:00,Session 14A Generation-13
"SUPP.AI: Finding Evidence for Supplement-Drug Interactions Lucy Wang, Oyvind Tafjord, Arman Cohan, Sarthak Jain, Sam Skjonsberg, Carissa",Demo,"Schoenick, Nick Botner and Waleed Ammar",2020/07/08,17:00–18:00,Session 14A Generation-13
A Knowledge-Enhanced Pretraining Model for Commonsense Story Gen- eration,TACL,"Jian Guan, Fei Huang, Minlie Huang, Zhihao Zhao, Xiaoyan Zhu",2020/07/08,17:00–18:00,Session 14A Generation-13
"BART: Denoising Sequence-to-Sequence Pre-training for Natural Language Generation, Translation, and Comprehension Mike Lewis, Yinhan Liu, Naman Goyal, Marjan Ghazvininejad, Abdelrahman Mo-",Long,"hamed, Omer Levy, Veselin Stoyanov and Luke Zettlemoyer",2020/07/08,17:00–18:00,Session 14A Generation-13
BLEURT: Learning Robust Metrics for Text Generation,Long,"Thibault Sellam, Dipanjan Das and Ankur Parikh",2020/07/08,17:00–18:00,Session 14A Generation-13
Distilling Knowledge Learned in BERT for Text Generation,Long,"Yen-Chun Chen, Zhe Gan, Yu Cheng, Jingzhou Liu and Jingjing Liu",2020/07/08,17:00–18:00,Session 14A Generation-13
"ESPRIT: Explaining Solutions to Physical Reasoning Tasks Nazneen Fatema Rajani, Rui Zhang, Yi Chern Tan, Stephan Zheng, Jeremy Weiss,",Long,"Aadit Vyas, Abhijit Gupta, Caiming Xiong, Richard Socher and Dragomir Radev",2020/07/08,,
Iterative Edit-Based Unsupervised Sentence Simpliﬁcation,Long,"Dhruv Kumar, Lili Mou, Lukasz Golab and Olga Vechtomova",2020/07/08,,
Logical Natural Language Generation from Open-Domain Tables,Long,"Wenhu Chen, Jianshu Chen, Yu Su, Zhiyu Chen and William Yang Wang",2020/07/08,,
Neural CRF Model for Sentence Alignment in Text Simpliﬁcation,Long,"Chao Jiang, Mounica Maddela, Wuwei Lan, Yang Zhong and Wei Xu",2020/07/08,,
"One Size Does Not Fit All: Generating and Evaluating Variable Number of Keyphrases Xingdi Yuan, Tong Wang, Rui Meng, Khushboo Thaker, Peter Brusilovsky, Daqing",Long,He and Adam Trischler,2020/07/08,,
"Rˆ3: Reverse, Retrieve, and Rank for Sarcasm Generation with Common- sense Knowledge",Long,"Tuhin Chakrabarty, Debanjan Ghosh, Smaranda Muresan and Nanyun Peng",2020/07/08,,
Shape of Synth to Come: Why We Should Use Synthetic Data for English Surface Realization,Short,"Henry Elder, Robert Burke, Alexander O’Connor and Jennifer Foster",2020/07/08,,
"Structural Information Preserving for Graph-to-Text Generation Linfeng Song, Ante Wang, Jinsong Su, Yue Zhang, Kun Xu, Yubin Ge and Dong",Long,Yu,2020/07/08,,
Syntax-guided Controlled Generation of Paraphrases,TACL,"Ashutosh Kumar, Kabir Ahuja, Raghuram Vadapalli, Partha Talukdar",2020/07/08,,
A Joint Neural Model for Information Extraction with Global Features,Long,"Ying Lin, Heng Ji, Fei Huang and Lingfei Wu",2020/07/08,17:00–18:00,Session 14A Information Extraction-9
A Two-Stage Masked LM Method for Term Set Expansion,Short,"Guy Kushilevitz, Shaul Markovitch and Yoav Goldberg",2020/07/08,17:00–18:00,Session 14A Information Extraction-9
Document-Level Event Role Filler Extraction using Multi-Granularity Con- textualized Encoding,Long,Xinya Du and Claire Cardie,2020/07/08,17:00–18:00,Session 14A Information Extraction-9
Exploiting the Syntax-Model Consistency for Neural Relation Extraction,Long,"Amir Pouran Ben Veyseh, Franck Dernoncourt, Dejing Dou and Thien Huu Nguyen",2020/07/08,17:00–18:00,Session 14A Information Extraction-9
From English to Code-Switching: Transfer Learning with Strong Morpho- logical Clues,Long,Gustavo Aguilar and Thamar Solorio,2020/07/08,17:00–18:00,Session 14A Information Extraction-9
Improving Candidate Generation for Low-resource Cross-lingual Entity Linking,TACL,"Shuyan Zhou, Shruti Rijhwani, John Wieting, Jaime Carbonell, Graham Neubig",2020/07/08,17:00–18:00,Session 14A Information Extraction-9
"Learning Interpretable Relationships between Entities, Relations and Con- cepts via Bayesian Structure Learning on Open Domain Facts",Long,"Jingyuan Zhang, Mingming Sun, Yue Feng and Ping Li",2020/07/08,17:00–18:00,Session 14A Information Extraction-9
Multi-Sentence Argument Linking,Long,"Seth Ebner, Patrick Xia, Ryan Culkin, Kyle Rawlins and Benjamin Van Durme",2020/07/08,17:00–18:00,Session 14A Information Extraction-9
Rationalizing Medical Relation Prediction from Corpus-level Statistics,Long,"Zhen Wang, Jennifer Lee, Simon Lin and Huan Sun",2020/07/08,17:00–18:00,Session 14A Information Extraction-9
Sources of Transfer in Multilingual Named Entity Recognition,Long,"David Mueller, Nicholas Andrews and Mark Dredze",2020/07/08,17:00–18:00,Session 14A Information Extraction-9
ZeroShotCeres: Zero-Shot Relation Extraction from Semi-Structured Web- pages,Long,"Colin Lockard, Prashant Shiralkar, Xin Luna Dong and Hannaneh Hajishirzi",2020/07/08,17:00–18:00,Session 14A Information Extraction-9
Soft Gazetteers for Low-Resource Named Entity Recognition,Short,"Shruti Rijhwani, Shuyan Zhou, Graham Neubig and Jaime Carbonell",2020/07/08,,
A Prioritization Model for Suicidality Risk Assessment,Long,"Han-Chin Shing, Philip Resnik and Douglas Oard",2020/07/08,17:00–18:00,Session 14A Information Retrieval and Text Mining-7
"CluHTM - Semantic Hierarchical Topic Modeling based on CluWords Felipe Viegas, Washington Cunha, Christian Gomes, Antônio Pereira, Leonardo",Long,Rocha and Marcos Goncalves,2020/07/08,17:00–18:00,Session 14A Information Retrieval and Text Mining-7
